0017P         2014 03 27.4597  2.056351  0.432134   24.5079  326.7734   19.0893  20130309  10.0  6.0  17P/Holmes                                               MPC 79654
0021P         2012 02 11.6851  1.030494  0.706900  172.5890  195.3943   31.9096  20130309   9.0  6.0  21P/Giacobini-Zinner                                     MPC 79024
0026P         2013 07  6.0136  1.085893  0.640114    2.1491  211.5535   22.4238  20130309  12.0 16.0  26P/Grigg-Skjellerup                                     MPC 69910
0029P         2019 04 14.8919  5.744654  0.043031   50.7286  312.5058    9.3748  20130309   4.0  4.0  29P/Schwassmann-Wachmann                                 MPC 79344
0031P         2010 09 30.1794  3.423080  0.193901   18.0179  114.1547    4.5467  20130309   5.0  8.0  31P/Schwassmann-Wachmann                                 MPC 79344
0032P         2014 10 17.6332  2.002192  0.555809   53.3086   57.8591    9.9713  20130309   6.5  8.0  32P/Comas Sola                                           MPC 75734
0036P         2011 12 26.2542  3.081979  0.261687  201.1294  182.1332    9.9115  20130309   8.5  6.0  36P/Whipple                                              MPC 75716
0037P         2011 12 11.1355  1.578118  0.540595  329.6350  314.9316    8.9551  20130309  10.5  4.8  37P/Forbes                                               MPC 80901
0046P         2013 07  9.3987  1.052082  0.659287  356.3425   82.1633   11.7572  20130309   9.0  6.0  46P/Wirtanen                                             MPC 82322
0047P         2009 01 31.1912  2.809766  0.317674  357.9216  357.0024   13.0433  20130309   1.0 11.2  47P/Ashbrook-Jackson                                     MPC 56802
0049P         2011 10 19.1507  1.424333  0.600450  332.8495  118.8555   19.0502  20130309  11.3  4.4  49P/Arend-Rigaux                                         MPC 79345
0060P         2012 05 13.5723  1.618317  0.538582  216.4081  267.6790    3.6108  20130309  11.5  6.0  60P/Tsuchinshan                                          MPC 79654
0063P         2013 04 10.7783  1.950490  0.650676  169.0036  358.0109   19.7818  20130309  10.5  6.0  63P/Wild                                                 MPC 82722
0065P         2010 03 24.0574  2.622425  0.301152  205.5262   67.6640   10.3084  20130309   5.0  6.0  65P/Gunn                                                 MPC 81472
0074P         2009 07 26.8308  3.548816  0.147912   86.5516   77.0833    6.6510  20130309   5.0  6.0  74P/Smirnova-Chernykh                                    MPC 75717
0076P         2013 05  7.7663  1.600260  0.538998    0.0630   84.1236   30.4832  20130309   8.0 12.0  76P/West-Kohoutek-Ikemura                                MPC 82322
0078P         2012 01 12.7145  2.008485  0.462314  192.7394  210.5550    6.2551  20130309   5.5  8.0  78P/Gehrels                                              MPC 79654
0079P         2013 08 23.2749  1.123921  0.618582  281.6722  280.6420    3.1454  20130309  16.0  4.0  79P/du Toit-Hartley                                      MPC 82722
0084P         2013 07 23.2098  1.839576  0.494355  276.4748  112.3831    7.2865  20130309   9.5  8.0  84P/Giclas                                               MPC 69911
0087P         2013 12 19.4475  2.102244  0.388849   24.6644  181.9077    2.6004  20130309   7.2 10.0  87P/Bus                                                  MPC 69912
0088P         2015 04  6.7373  1.361585  0.562168  235.8408   56.7409    4.3825  20130309  11.0  6.0  88P/Howell                                               MPC 79345
0091P         2013 03  1.1721  2.616813  0.329044  354.6483  247.8711   14.0757  20130309   7.5  6.0  91P/Russell                                              MPC 79654
0097P         2011 08 20.8480  2.597585  0.458462  228.2226  185.2027   17.8843  20130309   5.5  6.0  97P/Metcalf-Brewington                                   MPC 77020
0098P         2013 08  5.3979  1.673488  0.560618  157.8980  114.7428   10.5439  20130309   9.0  8.0  98P/Takamizawa                                           MPC 69911
0102P         2013 09  1.0256  1.968439  0.472995   18.7789  339.8576   26.2459  20130309   6.5  8.0  102P/Shoemaker                                           MPC 69911
